official stmt,Field,depth
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForDoubtfulAccounts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProvisionForDoubtfulAccounts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfWarrants,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfDividendsPreferredStockAndPreferenceStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInBookOverdrafts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireBusinessesAndInterestInAffiliates,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepaymentsOfCommercialPaper,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireOtherInvestments,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfOtherProductiveAssets,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PublicUtilitiesAllowanceForFundsUsedDuringConstructionAdditions,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepaymentsOfBankOverdrafts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireProjects,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromOtherDebt,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleAndMaturityOfOtherInvestments,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromLoansReceivable,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOrSaleOfEquity,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RecognitionOfDeferredRevenue,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfLoanCosts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromIssuanceOfPrivatePlacement,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentsOfOtherDebt,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",InventoryWriteDown,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleMaturityAndCollectionsOfInvestments,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfDividendsMinorityInterest,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToAcquireIntangibleAssets,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForRepurchaseOfWarrants,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfDebtIssuanceCosts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromStockPlans,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfProductiveAssets,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfOrdinaryDividends,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfFinancingCosts,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfTreasuryStock,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepaymentsOfShortTermDebt,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromSaleOfIntangibleAssets,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInOperatingCapital,7
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfCapitalDistribution,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfStockIssuanceCosts,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncreaseDecreaseInRestrictedCash,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToFundLongtermLoansToRelatedParties,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",DiscontinuedOperationTaxEffectOfDiscontinuedOperation,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromRemovalCosts,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTax,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",IncomeLossFromDiscontinuedOperationsNetOfTax,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromMinorityShareholders,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromRepurchaseOfEquity,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromBusinessesAndInterestInAffiliates,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProfitLoss,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProfitLoss,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromProductiveAssets,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromInvestments,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromHedgeInvestingActivities,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromHedgeFinancingActivities,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfDividends,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsToMinorityShareholders,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromPaymentsToMinorityShareholders,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromHedgeFinancingActivities,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentOfFinancingAndStockIssuanceCosts,6
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",RepaymentOfNotesReceivableFromRelatedParties,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsRelatedToTaxWithholdingForShareBasedCompensation,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromOtherInvestingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",AllowanceForFundsUsedDuringConstructionInvestingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromContributionsFromAffiliates,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromInsuranceSettlementInvestingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsOfDistributionsToAffiliates,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromPaymentsForOtherFinancingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",ProceedsFromPaymentsForOtherFinancingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInContinuingOperations,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",PaymentsForProceedsFromOtherInvestingActivities,5
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInFinancingActivities,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInFinancingActivities,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInInvestingActivities,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInInvestingActivities,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInOperatingActivities,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",NetCashProvidedByUsedInOperatingActivities,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,4
"152200 - Statement - Statement of Cash Flows, Statement [Table]",EffectOfExchangeRateOnCashAndCashEquivalents,3
"152200 - Statement - Statement of Cash Flows, Statement [Table]",EffectOfExchangeRateOnCashAndCashEquivalents,3
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashAndCashEquivalentsPeriodIncreaseDecrease,2
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashAndCashEquivalentsPeriodIncreaseDecrease,2
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashAndCashEquivalentsAtCarryingValue,2
"152200 - Statement - Statement of Cash Flows, Statement [Table]",CashAndCashEquivalentsAtCarryingValue,1
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",InterestPaidCapitalized,5
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",ProceedsFromSaleOfRealEstate,4
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,4
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,2
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",NetCashProvidedByUsedInOperatingActivities,2
"172600 - Statement - Statement of Cash Flows, Direct Method Operating Activities, Statement [Table]",NetCashProvidedByUsedInOperatingActivities,2
